,Количество лайков,Количество треков,Количество альбомов,Жанры,Страница Википедии
Goldroom,2899,46,10,['disco'],http://en.wikipedia.org/wiki/Goldroom
Sleeper,219,54,4,"['pop', 'indie']",http://en.wikipedia.org/wiki/Sleeper (band)
Tanlines,93,28,4,"['alternative', 'electronics', 'children']",http://en.wikipedia.org/wiki/Tanlines
Darkside,6847,28,6,"['electronics', 'experimental', 'alternative']",http://en.wikipedia.org/wiki/Darkside (band)
Morgan Page,662,145,27,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Morgan Page
Further Seems Forever,174,52,6,['indie'],http://en.wikipedia.org/wiki/Further Seems Forever
OMC,35,30,8,"['pop', 'rap', 'electronics']",http://en.wikipedia.org/wiki/OMC (band)
Ta-ku,84927,135,22,"['electronics', 'rap', 'rnb']",http://en.wikipedia.org/wiki/Ta-ku
Front 242,1651,145,19,"['electronics', 'dance']",http://en.wikipedia.org/wiki/Front 242
Grace,1602,477,132,"['pop', 'rap']",
Mark Morrison,12744,73,11,"['pop', 'rap', 'rnb']",http://en.wikipedia.org/wiki/Mark Morrison
Fairport Convention,1081,416,49,['folkrock'],http://en.wikipedia.org/wiki/Fairport Convention
Whiskeytown,65,63,3,['rock'],http://en.wikipedia.org/wiki/Whiskeytown
Elliphant,28760,87,11,"['pop', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Elliphant
Diamond Rio,20,61,2,"['country', 'holiday']",http://en.wikipedia.org/wiki/Diamond Rio
Arcangelo Corelli,9770,7060,415,"['classical', 'classicalmasterpieces', 'folk']",
Loscil,5810,118,17,['ambientgenre'],http://en.wikipedia.org/wiki/Loscil
brokeNCYDE,1095,95,11,"['rap', 'pop', 'rock']",http://en.wikipedia.org/wiki/Brokencyde
Ella Eyre,32570,76,17,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Ella Eyre
"Up, Bustle & Out",253,168,17,['lounge'],"http://en.wikipedia.org/wiki/Up, Bustle and Out"
Route 94,29415,22,8,"['dance', 'house']",http://en.wikipedia.org/wiki/Petri Nygård
Sin Bandera,97,84,0,"['pop', 'latinfolk']",http://en.wikipedia.org/wiki/Sin Bandera
Scuba,2987,214,59,"['electronics', 'rap', 'house']",http://en.wikipedia.org/wiki/King Britt
Irma Thomas,2911,295,45,"['rnb', 'soul', 'blues']",http://en.wikipedia.org/wiki/Irma Thomas
Camila,179608,69,3,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Camila Cabello
Daniela Andrade,1406,45,12,"['alternative', 'pop', 'rnb']",http://en.wikipedia.org/wiki/Daniela Andrade
Tomahawk,0,1,1,[],http://en.wikipedia.org/wiki/Tomahawk (band)
A★Teens,0,5,3,"['soul', 'pop', 'rnb']",http://en.wikipedia.org/wiki/Sara Lumholdt
Esperanza Spalding,1336,138,10,['jazz'],http://en.wikipedia.org/wiki/Esperanza Spalding
Julio Iglesias,128250,515,1,['estrada'],http://en.wikipedia.org/wiki/Julio Iglesias
FAUL,9789,16,6,"['rock', 'dance', 'pop']",
Cymbals Eat Guitars,78,43,6,"['alternative', 'rock', 'foreignbard']",http://en.wikipedia.org/wiki/Cymbals Eat Guitars
Boogie Down Productions,504,112,7,"['rap', 'foreignrap']",http://en.wikipedia.org/wiki/Boogie Down Productions
The Blackout,558,54,12,['posthardcore'],http://en.wikipedia.org/wiki/The Blackout (band)
Panama,786,87,22,"['electronics', 'dance', 'alternative']",http://en.wikipedia.org/wiki/Panama (band)
Marco V,366,216,121,['trance'],http://en.wikipedia.org/wiki/Marco V
Anamanaguchi,1363,51,5,"['alternative', 'pop', 'videogame']",http://en.wikipedia.org/wiki/Anamanaguchi
Lisa Mitchell,1694,36,4,"['indie', 'pop', 'folk']",http://en.wikipedia.org/wiki/Lisa Mitchell
Stateless,838,27,5,['triphopgenre'],http://en.wikipedia.org/wiki/Stateless (band)
Ian Pooley,217,123,15,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Ian Pooley
N.O.R.E.,119,243,45,"['rap', 'pop', 'latinfolk']",http://en.wikipedia.org/wiki/N.O.R.E.
Smallpools,653,46,19,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/Smallpools
Greeley Estates,1249,66,6,['posthardcore'],http://en.wikipedia.org/wiki/Greeley Estates
Matthew Sweet,48,207,9,"['rock', 'pop']",http://en.wikipedia.org/wiki/Matthew Sweet
Ylvis,2655,57,22,"['pop', 'soundtrack', 'rock']",http://en.wikipedia.org/wiki/Ylvis
Cracker,109,101,10,"['rock', 'pop', 'indie']",http://en.wikipedia.org/wiki/Cracker (band)
Sidney Samson,66096,134,72,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Sidney Samson
Meat Beat Manifesto,418,152,17,"['alternative', 'electronics', 'experimental']",http://en.wikipedia.org/wiki/Meat Beat Manifesto
The Gladiators,82,98,10,"['pop', 'reggae', 'folk']",http://en.wikipedia.org/wiki/The Gladiators (band)
Alter Ego,103,306,84,"['dance', 'electronics', 'dnb']",http://en.wikipedia.org/wiki/Alter Ego (German band)
Alter ego,103,306,84,"['dance', 'electronics', 'dnb']",http://en.wikipedia.org/wiki/Alter Ego (German band)
Alpha,842,17,8,['pop'],http://en.wikipedia.org/wiki/Alpha (band)
Hank Mobley,336,797,87,['bebopgenre'],http://en.wikipedia.org/wiki/Hank Mobley
Sandi Thom,3154,142,28,"['pop', 'blues', 'folk']",http://en.wikipedia.org/wiki/Sandi Thom
Compay Segundo,797,623,76,"['latinfolk', 'pop', 'folk']",http://en.wikipedia.org/wiki/Compay Segundo
Xscape,127,53,2,"['rnb', 'pop']",http://en.wikipedia.org/wiki/Xscape (group)
Bell X1,143,106,14,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Bell X1 (band)
Desaparecidos,41,27,4,['rock'],http://en.wikipedia.org/wiki/Desaparecidos (band)
Melanie,69846,67,17,['pop'],http://en.wikipedia.org/wiki/Melanie Martinez
Dion & The Belmonts,226,327,76,"['rock', 'pop', 'rnr']",http://en.wikipedia.org/wiki/Dion and the Belmonts
Raul Seixas,57,186,26,"['rock', 'pop', 'rnr']",http://en.wikipedia.org/wiki/Raul Seixas
I Killed the Prom Queen,1296,39,5,['metalcoregenre'],http://en.wikipedia.org/wiki/I Killed the Prom Queen
Tracey Thorn,490,61,11,"['pop', 'electronics', 'house']",http://en.wikipedia.org/wiki/Tracey Thorn
Peter Cetera,369,79,9,"['pop', 'rock', 'holiday']",http://en.wikipedia.org/wiki/Peter Cetera
Young Zee,126,65,12,['rap'],http://en.wikipedia.org/wiki/Young Zee
Ünloco,658,24,2,"['numetal', 'alternative']",http://en.wikipedia.org/wiki/Ünloco
Little Comets,279,66,16,"['indie', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Little Comets
Superchunk,97,124,14,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Superchunk
Vanilla Sky,40467,90,11,['punk'],http://en.wikipedia.org/wiki/Vanilla Sky (band)
Oceansize,778,52,7,"['alternative', 'prog']",http://en.wikipedia.org/wiki/Oceansize
Foxy Brown,1624,142,7,"['rap', 'reggae', 'rnb']",http://en.wikipedia.org/wiki/Foxy Brown (rapper)
Walls of Jericho,6404,25,2,"['hardcore', 'metal']",http://en.wikipedia.org/wiki/Walls of Jericho (band)
Third Day,1304087,80,0,"['rock', 'alternative']",http://en.wikipedia.org/wiki/Three Days Grace
David Nail,22,64,10,['country'],http://en.wikipedia.org/wiki/David Nail
"Hank Williams, Jr.",210,450,54,"['country', 'blues', 'pop']",http://en.wikipedia.org/wiki/Hank Williams Jr.
Chelsea Grin,44592,87,11,['metalcoregenre'],http://en.wikipedia.org/wiki/Chelsea Grin
Sonny Boy Williamson,9699,693,48,[],http://en.wikipedia.org/wiki/Sonny Boy Williamson II
Elephant Man,63163,855,146,"['reggae', 'reggaeton', 'dance']",http://en.wikipedia.org/wiki/Elephant Man (musician)
Moguai,5435,188,88,[],http://en.wikipedia.org/wiki/Moguai
Amel Larrieux,41,65,7,"['rnb', 'jazz', 'pop']",http://en.wikipedia.org/wiki/Amel Larrieux
Deniece Williams,770,138,6,"['pop', 'rnb', 'soul']",http://en.wikipedia.org/wiki/Deniece Williams
Jane Birkin,3002,208,25,"['estrada', 'pop', 'conjazz']",http://en.wikipedia.org/wiki/Jane Birkin
Glenn Frey,633,109,13,"['rock', 'pop']",http://en.wikipedia.org/wiki/Glenn Frey
Spor,25659,88,24,"['electronics', 'dnb', 'dubstep']",http://en.wikipedia.org/wiki/Jon Gooch
Brand Nubian,285,103,10,['rap'],http://en.wikipedia.org/wiki/Brand Nubian
Tim Maia,196,168,16,"['latinfolk', 'pop', 'folk']",http://en.wikipedia.org/wiki/Tim Maia
The Stylistics,21,26,9,"['soul', 'pop', 'alternative']",
Jeffree Star,845,33,7,"['pop', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/Jeffree Star
Carl Thomas,499,102,8,"['rnb', 'rap', 'holiday']",http://en.wikipedia.org/wiki/Carl Thomas (singer)
The Adicts,1632,135,15,"['punk', 'rock', 'alternative']",http://en.wikipedia.org/wiki/The Adicts
Baccara,23423,102,8,"['pop', 'estrada', 'disco']",http://en.wikipedia.org/wiki/Baccara
Late Night Alumni,2075,146,27,"['dance', 'electronics', 'lounge']",http://en.wikipedia.org/wiki/Late Night Alumni
Shawn Mullins,49,74,9,"['pop', 'allrock', 'foreignbard']",http://en.wikipedia.org/wiki/Shawn Mullins
Alle Farben,43476,133,30,"['dance', 'pop', 'house']",http://en.wikipedia.org/wiki/Alle Farben
MercyMe,1037,196,31,"['holiday', 'pop']",http://en.wikipedia.org/wiki/MercyMe
Colby O’Donis,785,36,12,"['pop', 'rnb', 'foreignrap']",http://en.wikipedia.org/wiki/Colby O'Donis
The Sword,1648,95,9,['stonerrock'],http://en.wikipedia.org/wiki/The Sword
Anton Bruckner,13482,6395,707,[],
The Ready Set,415,72,22,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/The Ready Set
Newsboys,903,299,61,"['pop', 'films']",http://en.wikipedia.org/wiki/Newsboys
Bruce Hornsby,115,182,9,"['rock', 'pop', 'jazz']",http://en.wikipedia.org/wiki/Bruce Hornsby
Gareth Emery,17582,85,20,['edmgenre'],http://en.wikipedia.org/wiki/Gareth Emery
Van der Graaf Generator,6519,171,28,['prog'],http://en.wikipedia.org/wiki/Van der Graaf Generator
Happysad,87,93,13,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Happysad
Darkest Hour,1414,76,9,['metalcoregenre'],http://en.wikipedia.org/wiki/Darkest Hour (band)
Tyler Bates,1767,513,25,"['films', 'soundtrack', 'rock']",http://en.wikipedia.org/wiki/Tyler Bates
Kindness,222,28,5,"['alternative', 'electronics', 'indie']",http://en.wikipedia.org/wiki/Kindness (musician)
Emma Bunton,477,32,6,['pop'],http://en.wikipedia.org/wiki/Emma Bunton
Tinariwen,1991,25,2,"['rock', 'folk']",http://en.wikipedia.org/wiki/Tinariwen
Harold Faltermeyer,556,116,8,"['soundtrack', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Harold Faltermeyer
Front Line Assembly,3727,306,43,"['electronics', 'industrial', 'rock']",http://en.wikipedia.org/wiki/Front Line Assembly
Twin Sister,60,5,2,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Mr Twin Sister
Tocotronic,173,266,37,"['rock', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/Tocotronic
Chinese Man,2997,137,15,"['electronics', 'rap']",http://en.wikipedia.org/wiki/Chinese Man
Ricardo Villalobos,2771,80,17,['techno'],http://en.wikipedia.org/wiki/Ricardo Villalobos
Poolside,2101,90,23,"['electronics', 'alternative', 'dance']",
Christine and the Queens,1826,69,15,['indie'],http://en.wikipedia.org/wiki/Christine and the Queens
Clams Casino,31727,99,13,['experimental'],http://en.wikipedia.org/wiki/Clams Casino (musician)
Delain,21003,106,13,['epicmetal'],http://en.wikipedia.org/wiki/Delain
The Birthday Party,731,57,6,['alternative'],http://en.wikipedia.org/wiki/The Birthday Party (band)
Gavin James,16703,56,4,"['pop', 'dance', 'techno']",http://en.wikipedia.org/wiki/Gavin James (singer)
Jagwar Ma,171,7,0,[],http://en.wikipedia.org/wiki/Jagwar Ma
Otis Rush,3282,275,42,"['blues', 'jazz', 'rnb']",http://en.wikipedia.org/wiki/Otis Rush
Oddisee,1,2,2,['rap'],http://en.wikipedia.org/wiki/Oddisee
Mother Mother,68271,119,15,['indie'],http://en.wikipedia.org/wiki/Mother Mother
Matthew and the Atlas,635,56,14,"['folk', 'alternative', 'pop']",http://www.wikidata.org/wiki/q64759499
Freezepop,109,33,7,"['electronics', 'dance']",http://en.wikipedia.org/wiki/Freezepop
Dan Black,235,52,6,"['dance', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Dan Black
Bobby Vee,8896,700,165,"['rock', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Bobby Vee
Maria McKee,66,59,7,"['pop', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Maria McKee
Robin S.,59,19,6,"['dance', 'soul', 'pop']",
Link Wray,16333,364,48,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Link Wray
The Beloved,0,0,0,[],
Alcest,22815,50,12,['postmetal'],http://en.wikipedia.org/wiki/Alcest
Liam Payne,11981,50,13,"['pop', 'dance']",http://en.wikipedia.org/wiki/Liam Payne
Sophie B. Hawkins,105,70,6,"['pop', 'rock', 'holiday']",http://en.wikipedia.org/wiki/Sophie B. Hawkins
Richie Havens,379,166,16,"['folk', 'pop', 'rock']",http://en.wikipedia.org/wiki/Richie Havens
Martika,235,23,0,"['pop', 'rnb']",http://en.wikipedia.org/wiki/Martika
John Vanderslice,39,163,19,"['rock', 'alternative', 'indie']",http://en.wikipedia.org/wiki/John Vanderslice
FELT,148,83,6,"['rap', 'rock']",http://en.wikipedia.org/wiki/Felt (hip hop group)
Felt,148,83,6,"['rap', 'rock']",http://en.wikipedia.org/wiki/Felt (hip hop group)
Five Stairsteps,4837,48,1,"['rnb', 'pop', 'foreignbard']",http://en.wikipedia.org/wiki/Five Stairsteps
Randy Houser,155,88,8,['country'],http://en.wikipedia.org/wiki/Randy Houser
King Tubby,40545,1501,124,"['reggae', 'dub', 'folk']",http://en.wikipedia.org/wiki/King Tubby
The Olivia Tremor Control,131,66,5,['alternative'],http://en.wikipedia.org/wiki/The Olivia Tremor Control
Bilal,227,194,36,"['rap', 'electronics', 'jazz']",http://en.wikipedia.org/wiki/Bilal (American singer)
Vaya Con Dios,11353,79,3,"['estrada', 'pop', 'dance']",http://en.wikipedia.org/wiki/Vaya Con Dios (band)
Stephen Malkmus and the Jicks,52,56,8,['alternative'],http://en.wikipedia.org/wiki/Stephen Malkmus and the Jicks
Eamon,155,90,13,"['pop', 'soul', 'rnb']",http://en.wikipedia.org/wiki/Eamon (singer)
Estopa,255,142,0,['pop'],http://en.wikipedia.org/wiki/Estopa
Porno for Pyros,126,24,2,['rock'],http://en.wikipedia.org/wiki/Porno for Pyros
Karl Jenkins,11437,321,34,"['classical', 'jazz', 'alternative']",http://en.wikipedia.org/wiki/Karl Jenkins
Kali Uchis,21375,79,19,"['rnb', 'pop', 'latinfolk']",http://en.wikipedia.org/wiki/Kali Uchis
Still Corners,6072,81,19,['indie'],http://en.wikipedia.org/wiki/Still Corners
Jimmy Page,12722,189,9,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Jimmy Page
American Head Charge,842,28,2,['numetal'],http://en.wikipedia.org/wiki/American Head Charge
Special D.,97,53,26,"['dance', 'electronics', 'trance']",http://en.wikipedia.org/wiki/Special D.
Foy Vance,537,114,17,['foreignbard'],http://en.wikipedia.org/wiki/Foy Vance
Kodak Black,20867,307,47,['foreignrap'],http://en.wikipedia.org/wiki/Kodak Black
Tammy Wynette,237,287,9,"['country', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Tammy Wynette
Milton Nascimento,97,555,48,"['latinfolk', 'pop', 'folk']",http://en.wikipedia.org/wiki/Milton Nascimento
Machinedrum,2536,160,33,['bassgenre'],http://en.wikipedia.org/wiki/Machinedrum
Mud,552,239,32,"['rap', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Mud (band)
Car Seat Headrest,2583,60,14,['indie'],http://en.wikipedia.org/wiki/Car Seat Headrest
Mt Eden,428,24,10,"['dance', 'electronics', 'pop']",http://en.wikipedia.org/wiki/Mt Eden (band)
All Shall Perish,3987,46,4,['metalcoregenre'],http://en.wikipedia.org/wiki/All Shall Perish
Urban Cone,539,77,16,"['pop', 'dance', 'indie']",http://en.wikipedia.org/wiki/Urban Cone
BROCKHAMPTON,10211,111,14,['rap'],http://en.wikipedia.org/wiki/Brockhampton (band)
Tryo,221,210,25,"['pop', 'estrada', 'indie']",http://en.wikipedia.org/wiki/Tryo
Squirrel Nut Zippers,770,67,7,"['rock', 'jazz']",http://en.wikipedia.org/wiki/Squirrel Nut Zippers
Savatage,2059,160,16,['classicmetal'],http://en.wikipedia.org/wiki/Savatage
Akurat,14,1,1,['rock'],
Clifford Brown,1073,1400,201,['bebopgenre'],http://en.wikipedia.org/wiki/Clifford Brown
Joaquín Sabina,130,154,2,[],http://en.wikipedia.org/wiki/Joaquín Sabina
The Golden Filter,262,72,11,"['electronics', 'dance', 'alternative']",http://en.wikipedia.org/wiki/The Golden Filter
Lil B,618,3365,192,[],http://en.wikipedia.org/wiki/Lil B
Those Dancing Days,153,37,10,"['pop', 'alternative']",http://en.wikipedia.org/wiki/Those Dancing Days
Beanfield,94,68,10,"['dance', 'house', 'conjazz']",
Running Wild,6430,213,17,['classicmetal'],http://en.wikipedia.org/wiki/Running Wild (band)
Heatwave,1760,170,54,"['electronics', 'rnb', 'dance']",http://en.wikipedia.org/wiki/Heatwave (band)
BigBang,223490,77,15,['kpop'],http://en.wikipedia.org/wiki/List of awards and nominations received by BigBang
Gallows,2735,37,9,['hardcore'],http://en.wikipedia.org/wiki/Gallows (band)
Bill Haley,274765,2152,257,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Bill Haley
Spiderbait,4530,137,23,['rock'],http://en.wikipedia.org/wiki/Spiderbait
Hidden in Plain View,51,32,5,"['alternative', 'rock', 'punk']",http://en.wikipedia.org/wiki/Hidden in Plain View
Family Force 5,1895,43,8,"['alternative', 'rock', 'house']",http://en.wikipedia.org/wiki/Family Force 5
Taken by Trees,206,55,13,"['alternative', 'indie', 'pop']",http://en.wikipedia.org/wiki/Victoria Bergsman
Medina,5133,200,59,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Medina (singer)
My Darkest Days,49902,24,2,['rock'],http://en.wikipedia.org/wiki/My Darkest Days
Extrawelt,975,80,21,"['electronics', 'dance', 'techno']",
Clan of Xymox,4158,125,18,"['alternative', 'electronics', 'industrial']",http://en.wikipedia.org/wiki/Clan of Xymox
Black Box,8297,124,30,"['house', 'pop', 'dance']",http://en.wikipedia.org/wiki/Black Box (band)
Keith Anderson,17,55,5,"['country', 'folk', 'relax']",http://en.wikipedia.org/wiki/Keith Anderson
The Flying Burrito Brothers,81,154,14,"['rock', 'pop', 'country']",http://en.wikipedia.org/wiki/The Flying Burrito Brothers
Jaymes Young,24044,39,13,['indie'],http://en.wikipedia.org/wiki/Jaymes Young
Astrid S,4891,95,31,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Astrid S
8Ball & MJG,190,238,24,['rap'],http://en.wikipedia.org/wiki/8Ball & MJG
Mouse on Mars,518,225,21,['idmgenre'],http://en.wikipedia.org/wiki/Mouse on Mars
The Waitresses,37,26,4,"['pop', 'rock', 'holiday']",http://en.wikipedia.org/wiki/The Waitresses
Jack Off Jill,452,59,3,"['alternative', 'rock', 'hardcore']",http://en.wikipedia.org/wiki/Jack Off Jill
Trae,95,385,21,"['rap', 'pop', 'folk']",http://en.wikipedia.org/wiki/Trae tha Truth
Electrelane,353,58,7,"['alternative', 'electronics']",http://en.wikipedia.org/wiki/Electrelane
Mercyful Fate,2593,83,11,['classicmetal'],http://en.wikipedia.org/wiki/Mercyful Fate
The Association,193,131,21,"['rock', 'pop', 'rap']",http://en.wikipedia.org/wiki/The Association
Charlotte Church,145,21,0,"['folk', 'classical', 'pop']",http://en.wikipedia.org/wiki/Charlotte Church
Chrome Sparks,1107,54,12,"['electronics', 'dance', 'rap']",
Primal Fear,8248,151,17,['classicmetal'],http://en.wikipedia.org/wiki/Primal Fear (band)
Patrice Rushen,7635,109,15,['vocaljazz'],http://en.wikipedia.org/wiki/Patrice Rushen
The Cataracs,6707,47,12,"['pop', 'electronics', 'dance']",http://en.wikipedia.org/wiki/The Cataracs
Joey Ramone,643,36,4,"['rock', 'punk']",http://en.wikipedia.org/wiki/Joey Ramone
Anarbor,237,46,8,['alternative'],http://en.wikipedia.org/wiki/Anarbor
Evergreen Terrace,860,83,10,"['metal', 'hardcore']",http://en.wikipedia.org/wiki/Evergreen Terrace
The Duke Spirit,306,52,7,"['alternative', 'rock']",http://en.wikipedia.org/wiki/The Duke Spirit
pg.lost,1776,42,8,"['alternative', 'rock']",
Rita Lee,119,335,30,"['latinfolk', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Rita Lee
Jona Lewie,25,58,8,"['rock', 'pop', 'punk']",http://en.wikipedia.org/wiki/Jona Lewie
Stroke 9,98,48,8,"['rock', 'indie']",http://en.wikipedia.org/wiki/Stroke 9
Phaeleh,5145,151,22,['bassgenre'],http://en.wikipedia.org/wiki/Phaeleh
Poison the Well,497,73,6,['posthardcore'],http://en.wikipedia.org/wiki/Poison the Well (band)
Generation X,5394,117,15,"['rock', 'punk', 'pop']",http://en.wikipedia.org/wiki/Generation X (band)
Automatic Loveletter,140,14,2,"['alternative', 'foreignbard']",http://en.wikipedia.org/wiki/Automatic Loveletter
The Dust Brothers,1127,25,1,['films'],http://en.wikipedia.org/wiki/Dust Brothers
Blumentopf,26,92,8,"['pop', 'rap']",http://en.wikipedia.org/wiki/Blumentopf
Club des Belugas,3654,159,14,['lounge'],http://en.wikipedia.org/wiki/Club des Belugas
Tensnake,8675,115,29,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Tensnake
Gustavo Cerati,105,94,2,"['latinfolk', 'pop', 'folk']",http://en.wikipedia.org/wiki/Gustavo Cerati
